"ds" "type" "y" "floor" "t" "y_scaled"
"841" 2003-05-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 15 0 0.185819070904645 0.00112943302462164
"842" 2003-05-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 1514 0 0.185819070904645 0.113997439951811
"843" 2003-05-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 3 0 0.185819070904645 0.000225886604924328
"844" 2003-05-01 "Habeas Corpus" 340 0 0.185819070904645 0.0256004818914238
"845" 2003-05-01 "Inqu\xc3\xa9rito Policial" 1 0 0.185819070904645 7.5295534974776e-05
"846" 2003-05-01 "Mandado de Seguran\xc3\xa7a" 35 0 0.185819070904645 0.00263534372411716
"847" 2003-05-01 "Medida Cautelar" 3 0 0.185819070904645 0.000225886604924328
"848" 2003-05-01 "Medida Cautelar Inominada" 5 0 0.185819070904645 0.00037647767487388
"849" 2003-05-01 "Outros Feitos" 4 0 0.185819070904645 0.000301182139899104
"850" 2003-05-01 "Processo Crime" 22 0 0.185819070904645 0.00165650176944507
"851" 2003-05-01 "Queixa" 2 0 0.185819070904645 0.000150591069949552
"852" 2003-05-01 "Recurso de Of\xc3\xadcio" 11 0 0.185819070904645 0.000828250884722536
"853" 2003-05-01 "Recurso em Sentido Estrito" 95 0 0.185819070904645 0.00715307582260372
"854" 2003-05-01 "Reexame Necess\xc3\xa1rio" 113 0 0.185819070904645 0.00850839545214969
"855" 2003-06-01 "A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica" 15 0 0.190556234718826 0.00112943302462164
"856" 2003-06-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 4 0 0.190556234718826 0.000301182139899104
"857" 2003-06-01 "Agravo" 739 0 0.190556234718826 0.0556434003463595
"858" 2003-06-01 "Agravo de Instrumento" 3638 0 0.190556234718826 0.273925156238235
"859" 2003-06-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 16 0 0.190556234718826 0.00120472855959642
"860" 2003-06-01 "Agravo Interno" 6 0 0.190556234718826 0.000451773209848656
"861" 2003-06-01 "Agravo Regimental" 88 0 0.190556234718826 0.00662600707778029
"862" 2003-06-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 7528 0 0.190556234718826 0.566824787290114
"863" 2003-06-01 "Apela\xc3\xa7\xc3\xa3o Crime" 949 0 0.190556234718826 0.0714554626910624
"864" 2003-06-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 855 0 0.190556234718826 0.0643776824034335
"865" 2003-06-01 "Apela\xc3\xa7\xc3\xa3o Rec" 1 0 0.190556234718826 7.5295534974776e-05
"866" 2003-06-01 "Carta Testemunh\xc3\xa1vel" 2 0 0.190556234718826 0.000150591069949552
"867" 2003-06-01 "Conflito de Compet\xc3\xaancia" 136 0 0.190556234718826 0.0102401927565695
"868" 2003-06-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 15 0 0.190556234718826 0.00112943302462164
"869" 2003-06-01 "Desaforamento" 4 0 0.190556234718826 0.000301182139899104
"870" 2003-06-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 2232 0 0.190556234718826 0.1680596340637
"871" 2003-06-01 "Embargos Infringentes" 1 0 0.190556234718826 7.5295534974776e-05
"872" 2003-06-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 5 0 0.190556234718826 0.00037647767487388
"873" 2003-06-01 "Habeas Corpus" 327 0 0.190556234718826 0.0246216399367517
"874" 2003-06-01 "Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria" 1 0 0.190556234718826 7.5295534974776e-05
"875" 2003-06-01 "Mandado de Seguran\xc3\xa7a" 26 0 0.190556234718826 0.00195768390934418
"876" 2003-06-01 "Medida Cautelar" 1 0 0.190556234718826 7.5295534974776e-05
"877" 2003-06-01 "Medida Cautelar Inominada" 11 0 0.190556234718826 0.000828250884722536
"878" 2003-06-01 "Outros Feitos" 7 0 0.190556234718826 0.000527068744823432
"879" 2003-06-01 "Pedido de Assist\xc3\xaancia Judici\xc3\xa1ria Gratuita" 1 0 0.190556234718826 7.5295534974776e-05
"880" 2003-06-01 "Processo Crime" 15 0 0.190556234718826 0.00112943302462164
"881" 2003-06-01 "Queixa" 1 0 0.190556234718826 7.5295534974776e-05
"882" 2003-06-01 "Recurso de Of\xc3\xadcio" 4 0 0.190556234718826 0.000301182139899104
"883" 2003-06-01 "Recurso em Sentido Estrito" 118 0 0.190556234718826 0.00888487312702357
"884" 2003-06-01 "Recurso Oficioso em Sentido Estrito" 1 0 0.190556234718826 7.5295534974776e-05
"885" 2003-06-01 "Reexame Necess\xc3\xa1rio" 191 0 0.190556234718826 0.0143814471801822
"886" 2003-06-01 "Termo Circunstanciado" 1 0 0.190556234718826 7.5295534974776e-05
"887" 2003-06-01 "Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia" 1 0 0.190556234718826 7.5295534974776e-05
"888" 2003-07-01 "Agravo" 21 0 0.195140586797066 0.0015812062344703
"889" 2003-07-01 "Agravo de Instrumento" 265 0 0.195140586797066 0.0199533167683156
"890" 2003-07-01 "Agravo Regimental" 2 0 0.195140586797066 0.000150591069949552
"891" 2003-07-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 230 0 0.195140586797066 0.0173179730441985
"892" 2003-07-01 "Apela\xc3\xa7\xc3\xa3o Crime" 71 0 0.195140586797066 0.0053459829832091
"893" 2003-07-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 13 0 0.195140586797066 0.000978841954672088
"894" 2003-07-01 "Conflito de Compet\xc3\xaancia" 1 0 0.195140586797066 7.5295534974776e-05
"895" 2003-07-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 1 0 0.195140586797066 7.5295534974776e-05
"896" 2003-07-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 92 0 0.195140586797066 0.00692718921767939
"897" 2003-07-01 "Habeas Corpus" 226 0 0.195140586797066 0.0170167909042994
"898" 2003-07-01 "Mandado de Seguran\xc3\xa7a" 8 0 0.195140586797066 0.000602364279798208
"899" 2003-07-01 "Recurso em Sentido Estrito" 18 0 0.195140586797066 0.00135531962954597
"900" 2003-07-01 "Reexame Necess\xc3\xa1rio" 5 0 0.195140586797066 0.00037647767487388
"901" 2003-08-01 "A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica" 22 0 0.199877750611247 0.00165650176944507
"902" 2003-08-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 7 0 0.199877750611247 0.000527068744823432
"903" 2003-08-01 "Agravo" 820 0 0.199877750611247 0.0617423386793163
"904" 2003-08-01 "Agravo de Instrumento" 5337 0 0.199877750611247 0.401852270160379
"905" 2003-08-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 7 0 0.199877750611247 0.000527068744823432
"906" 2003-08-01 "Agravo Interno" 15 0 0.199877750611247 0.00112943302462164
"907" 2003-08-01 "Agravo Regimental" 98 0 0.199877750611247 0.00737896242752805
"908" 2003-08-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 7463 0 0.199877750611247 0.561930577516753
"909" 2003-08-01 "Apela\xc3\xa7\xc3\xa3o Crime" 1037 0 0.199877750611247 0.0780814697688427
"910" 2003-08-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 888 0 0.199877750611247 0.0668624350576011
"911" 2003-08-01 "Apela\xc3\xa7\xc3\xa3o Rec" 1 0 0.199877750611247 7.5295534974776e-05
"912" 2003-08-01 "Carta Testemunh\xc3\xa1vel" 1 0 0.199877750611247 7.5295534974776e-05
"913" 2003-08-01 "Conflito de Compet\xc3\xaancia" 167 0 0.199877750611247 0.0125743543407876
"914" 2003-08-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 20 0 0.199877750611247 0.00150591069949552
"915" 2003-08-01 "Desaforamento" 1 0 0.199877750611247 7.5295534974776e-05
"916" 2003-08-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 2177 0 0.199877750611247 0.163918379640087
"917" 2003-08-01 "Embargos Infringentes" 2 0 0.199877750611247 0.000150591069949552
"918" 2003-08-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 4 0 0.199877750611247 0.000301182139899104
"919" 2003-08-01 "Habeas Corpus" 413 0 0.199877750611247 0.0310970559445825
"920" 2003-08-01 "Mandado de Seguran\xc3\xa7a" 30 0 0.199877750611247 0.00225886604924328
"921" 2003-08-01 "Medida Cautelar Inominada" 5 0 0.199877750611247 0.00037647767487388
"922" 2003-08-01 "Outros Feitos" 3 0 0.199877750611247 0.000225886604924328
"923" 2003-08-01 "Outros Incidentes" 2 0 0.199877750611247 0.000150591069949552
"924" 2003-08-01 "Processo Crime" 9 0 0.199877750611247 0.000677659814772984
"925" 2003-08-01 "Recurso de Of\xc3\xadcio" 6 0 0.199877750611247 0.000451773209848656
"926" 2003-08-01 "Recurso em Sentido Estrito" 153 0 0.199877750611247 0.0115202168511407
"927" 2003-08-01 "Reexame Necess\xc3\xa1rio" 161 0 0.199877750611247 0.0121225811309389
"928" 2003-08-01 "Termo Circunstanciado" 1 0 0.199877750611247 7.5295534974776e-05
"929" 2003-09-01 "A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica" 35 0 0.204614914425428 0.00263534372411716
"930" 2003-09-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 6 0 0.204614914425428 0.000451773209848656
"931" 2003-09-01 "Agravo" 861 0 0.204614914425428 0.0648294556132821
"932" 2003-09-01 "Agravo de Instrumento" 4098 0 0.204614914425428 0.308561102326632
"933" 2003-09-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 8 0 0.204614914425428 0.000602364279798208
"934" 2003-09-01 "Agravo Interno" 4 0 0.204614914425428 0.000301182139899104
"935" 2003-09-01 "Agravo Regimental" 113 0 0.204614914425428 0.00850839545214969
"936" 2003-09-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 7719 0 0.204614914425428 0.581206234470296
"937" 2003-09-01 "Apela\xc3\xa7\xc3\xa3o Crime" 671 0 0.204614914425428 0.0505233039680747
"938" 2003-09-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 829 0 0.204614914425428 0.0624199984940893
"939" 2003-09-01 "Carta Testemunh\xc3\xa1vel" 1 0 0.204614914425428 7.5295534974776e-05
"940" 2003-09-01 "Conflito de Compet\xc3\xaancia" 111 0 0.204614914425428 0.00835780438220014
"941" 2003-09-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 21 0 0.204614914425428 0.0015812062344703
"942" 2003-09-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 2023 0 0.204614914425428 0.152322867253972
"943" 2003-09-01 "Embargos Infringentes" 2 0 0.204614914425428 0.000150591069949552
"944" 2003-09-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 6 0 0.204614914425428 0.000451773209848656
"945" 2003-09-01 "Habeas Corpus" 371 0 0.204614914425428 0.0279346434756419
"946" 2003-09-01 "Mandado de Seguran\xc3\xa7a" 26 0 0.204614914425428 0.00195768390934418
"947" 2003-09-01 "Medida Cautelar" 2 0 0.204614914425428 0.000150591069949552
"948" 2003-09-01 "Medida Cautelar Inominada" 12 0 0.204614914425428 0.000903546419697312
"949" 2003-09-01 "Outros Feitos" 4 0 0.204614914425428 0.000301182139899104
"950" 2003-09-01 "Prefeito" 1 0 0.204614914425428 7.5295534974776e-05
"951" 2003-09-01 "Processo Crime" 20 0 0.204614914425428 0.00150591069949552
"952" 2003-09-01 "Queixa" 2 0 0.204614914425428 0.000150591069949552
"953" 2003-09-01 "Recurso de Of\xc3\xadcio" 5 0 0.204614914425428 0.00037647767487388
"954" 2003-09-01 "Recurso em Sentido Estrito" 118 0 0.204614914425428 0.00888487312702357
"955" 2003-09-01 "Reexame Necess\xc3\xa1rio" 126 0 0.204614914425428 0.00948723740682177
"956" 2003-09-01 "Revis\xc3\xa3o Criminal" 1 0 0.204614914425428 7.5295534974776e-05
"957" 2003-10-01 "A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica" 78 0 0.209199266503667 0.00587305172803253
"958" 2003-10-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 15 0 0.209199266503667 0.00112943302462164
"959" 2003-10-01 "Agravo" 1051 0 0.209199266503667 0.0791356072584896
"960" 2003-10-01 "Agravo de Instrumento" 5026 0 0.209199266503667 0.378435358783224
"961" 2003-10-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 11 0 0.209199266503667 0.000828250884722536
"962" 2003-10-01 "Agravo Interno" 17 0 0.209199266503667 0.00128002409457119
"963" 2003-10-01 "Agravo Regimental" 115 0 0.209199266503667 0.00865898652209924
"964" 2003-10-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 8534 0 0.209199266503667 0.642572095474738
"965" 2003-10-01 "Apela\xc3\xa7\xc3\xa3o Crime" 1206 0 0.209199266503667 0.0908064151795799
"966" 2003-10-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 792 0 0.209199266503667 0.0596340637000226
"967" 2003-10-01 "Apela\xc3\xa7\xc3\xa3o Rec" 1 0 0.209199266503667 7.5295534974776e-05
"968" 2003-10-01 "Conflito de Compet\xc3\xaancia" 145 0 0.209199266503667 0.0109178525713425
"969" 2003-10-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 20 0 0.209199266503667 0.00150591069949552
"970" 2003-10-01 "Desaforamento" 1 0 0.209199266503667 7.5295534974776e-05
"971" 2003-10-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 2331 0 0.209199266503667 0.175513892026203
"972" 2003-10-01 "Embargos Infringentes" 2 0 0.209199266503667 0.000150591069949552
"973" 2003-10-01 "Exce\xc3\xa7\xc3\xa3o da Verdade" 1 0 0.209199266503667 7.5295534974776e-05
"974" 2003-10-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 2 0 0.209199266503667 0.000150591069949552
"975" 2003-10-01 "Habeas Corpus" 368 0 0.209199266503667 0.0277087568707176
"976" 2003-10-01 "Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria" 2 0 0.209199266503667 0.000150591069949552
"977" 2003-10-01 "Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa" 1 0 0.209199266503667 7.5295534974776e-05
"978" 2003-10-01 "Mandado de Injun\xc3\xa7\xc3\xa3o" 1 0 0.209199266503667 7.5295534974776e-05
"979" 2003-10-01 "Mandado de Seguran\xc3\xa7a" 31 0 0.209199266503667 0.00233416158421806
"980" 2003-10-01 "Medida Cautelar" 3 0 0.209199266503667 0.000225886604924328
"981" 2003-10-01 "Medida Cautelar Inominada" 7 0 0.209199266503667 0.000527068744823432
"982" 2003-10-01 "Outros Feitos" 2 0 0.209199266503667 0.000150591069949552
"983" 2003-10-01 "Prefeito" 1 0 0.209199266503667 7.5295534974776e-05
"984" 2003-10-01 "Processo Crime" 20 0 0.209199266503667 0.00150591069949552
"985" 2003-10-01 "Queixa" 1 0 0.209199266503667 7.5295534974776e-05
"986" 2003-10-01 "Reabilita\xc3\xa7\xc3\xa3o" 1 0 0.209199266503667 7.5295534974776e-05
"987" 2003-10-01 "Recurso de Of\xc3\xadcio" 10 0 0.209199266503667 0.00075295534974776
"988" 2003-10-01 "Recurso em Sentido Estrito" 131 0 0.209199266503667 0.00986371508169566
"989" 2003-10-01 "Recurso Inominado" 1 0 0.209199266503667 7.5295534974776e-05
"990" 2003-10-01 "Recurso Oficioso em Sentido Estrito" 2 0 0.209199266503667 0.000150591069949552
"991" 2003-10-01 "Reexame Necess\xc3\xa1rio" 171 0 0.209199266503667 0.0128755364806867
"992" 2003-10-01 "Termo Circunstanciado" 1 0 0.209199266503667 7.5295534974776e-05
"993" 2003-11-01 "A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica" 53 0 0.213936430317848 0.00399066335366313
"994" 2003-11-01 "A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade" 1 0 0.213936430317848 7.5295534974776e-05
"995" 2003-11-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 26 0 0.213936430317848 0.00195768390934418
"996" 2003-11-01 "Agravo" 794 0 0.213936430317848 0.0597846547699721
"997" 2003-11-01 "Agravo de Instrumento" 4489 0 0.213936430317848 0.338001656501769
"998" 2003-11-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 15 0 0.213936430317848 0.00112943302462164
"999" 2003-11-01 "Agravo Embargos Infringentes" 1 0 0.213936430317848 7.5295534974776e-05
"1000" 2003-11-01 "Agravo Interno" 10 0 0.213936430317848 0.00075295534974776
"1001" 2003-11-01 "Agravo Regimental" 96 0 0.213936430317848 0.0072283713575785
"1002" 2003-11-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 7690 0 0.213936430317848 0.579022663956027
"1003" 2003-11-01 "Apela\xc3\xa7\xc3\xa3o Crime" 1220 0 0.213936430317848 0.0918605526692267
"1004" 2003-11-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 592 0 0.213936430317848 0.0445749567050674
"1005" 2003-11-01 "Apela\xc3\xa7\xc3\xa3o Recurso de Of\xc3\xadcio" 1 0 0.213936430317848 7.5295534974776e-05
"1006" 2003-11-01 "Carta Testemunh\xc3\xa1vel" 1 0 0.213936430317848 7.5295534974776e-05
"1007" 2003-11-01 "Conflito de Compet\xc3\xaancia" 140 0 0.213936430317848 0.0105413748964686
"1008" 2003-11-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 33 0 0.213936430317848 0.00248475265416761
"1009" 2003-11-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 2501 0 0.213936430317848 0.188314132971915
"1010" 2003-11-01 "Embargos Infringentes" 191 0 0.213936430317848 0.0143814471801822
"1011" 2003-11-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 4 0 0.213936430317848 0.000301182139899104
"1012" 2003-11-01 "Habeas Corpus" 355 0 0.213936430317848 0.0267299149160455
"1013" 2003-11-01 "Habeas Data" 1 0 0.213936430317848 7.5295534974776e-05
"1014" 2003-11-01 "Habilita\xc3\xa7\xc3\xa3o" 1 0 0.213936430317848 7.5295534974776e-05
"1015" 2003-11-01 "Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria" 1 0 0.213936430317848 7.5295534974776e-05
"1016" 2003-11-01 "Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa" 2 0 0.213936430317848 0.000150591069949552
"1017" 2003-11-01 "Mandado de Seguran\xc3\xa7a" 44 0 0.213936430317848 0.00331300353889014
"1018" 2003-11-01 "Medida Cautelar" 3 0 0.213936430317848 0.000225886604924328
"1019" 2003-11-01 "Medida Cautelar Inominada" 7 0 0.213936430317848 0.000527068744823432
"1020" 2003-11-01 "Outros Feitos" 1 0 0.213936430317848 7.5295534974776e-05
"1021" 2003-11-01 "Prefeito" 8 0 0.213936430317848 0.000602364279798208
"1022" 2003-11-01 "Processo Crime" 17 0 0.213936430317848 0.00128002409457119
"1023" 2003-11-01 "Reabilita\xc3\xa7\xc3\xa3o" 1 0 0.213936430317848 7.5295534974776e-05
"1024" 2003-11-01 "Recurso de Of\xc3\xadcio" 8 0 0.213936430317848 0.000602364279798208
"1025" 2003-11-01 "Recurso em Sentido Estrito" 131 0 0.213936430317848 0.00986371508169566
"1026" 2003-11-01 "Reexame Necess\xc3\xa1rio" 87 0 0.213936430317848 0.00655071154280551
"1027" 2003-11-01 "Restaura\xc3\xa7\xc3\xa3o de Autos" 1 0 0.213936430317848 7.5295534974776e-05
"1028" 2003-12-01 "A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade" 1 0 0.218520782396088 7.5295534974776e-05
"1029" 2003-12-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 26 0 0.218520782396088 0.00195768390934418
"1030" 2003-12-01 "Agravo" 934 0 0.218520782396088 0.0703260296664408
"1031" 2003-12-01 "Agravo de Instrumento" 5209 0 0.218520782396088 0.392214441683608
"1032" 2003-12-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 31 0 0.218520782396088 0.00233416158421806
"1033" 2003-12-01 "Agravo Embargos Infringentes" 1 0 0.218520782396088 7.5295534974776e-05
"1034" 2003-12-01 "Agravo Inominado" 1 0 0.218520782396088 7.5295534974776e-05
"1035" 2003-12-01 "Agravo Interno" 38 0 0.218520782396088 0.00286123032904149
"1036" 2003-12-01 "Agravo Regimental" 136 0 0.218520782396088 0.0102401927565695
"1037" 2003-12-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 7981 0 0.218520782396088 0.600933664633687
"1038" 2003-12-01 "Apela\xc3\xa7\xc3\xa3o Crime" 1086 0 0.218520782396088 0.0817709509826067
"1039" 2003-12-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 711 0 0.218520782396088 0.0535351253670657
"1040" 2003-12-01 "Conflito de Compet\xc3\xaancia" 178 0 0.218520782396088 0.0134026052255101
"1041" 2003-12-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 32 0 0.218520782396088 0.00240945711919283
"1042" 2003-12-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 2992 0 0.218520782396088 0.22528424064453
"1043" 2003-12-01 "Embargos de Nulidade" 1 0 0.218520782396088 7.5295534974776e-05
"1044" 2003-12-01 "Embargos Infringentes" 186 0 0.218520782396088 0.0140049695053083
"1045" 2003-12-01 "Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o" 3 0 0.218520782396088 0.000225886604924328
"1046" 2003-12-01 "Habeas Corpus" 378 0 0.218520782396088 0.0284617122204653
"1047" 2003-12-01 "Habilita\xc3\xa7\xc3\xa3o" 1 0 0.218520782396088 7.5295534974776e-05
"1048" 2003-12-01 "Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa" 2 0 0.218520782396088 0.000150591069949552
"1049" 2003-12-01 "Mandado de Seguran\xc3\xa7a" 107 0 0.218520782396088 0.00805662224230103
"1050" 2003-12-01 "Medida Cautelar" 3 0 0.218520782396088 0.000225886604924328
"1051" 2003-12-01 "Medida Cautelar Inominada" 13 0 0.218520782396088 0.000978841954672088
"1052" 2003-12-01 "Outros Feitos" 7 0 0.218520782396088 0.000527068744823432
"1053" 2003-12-01 "Prefeito" 68 0 0.218520782396088 0.00512009637828477
"1054" 2003-12-01 "Processo Crime" 15 0 0.218520782396088 0.00112943302462164
"1055" 2003-12-01 "Queixa" 1 0 0.218520782396088 7.5295534974776e-05
"1056" 2003-12-01 "Recurso C\xc3\xadvel" 78 0 0.218520782396088 0.00587305172803253
"1057" 2003-12-01 "Recurso de Of\xc3\xadcio" 5 0 0.218520782396088 0.00037647767487388
"1058" 2003-12-01 "Recurso em Sentido Estrito" 89 0 0.218520782396088 0.00670130261275506
"1059" 2003-12-01 "Reexame Necess\xc3\xa1rio" 116 0 0.218520782396088 0.00873428205707402
"1060" 2003-12-01 "Revis\xc3\xa3o Criminal" 10 0 0.218520782396088 0.00075295534974776
"1061" 2004-01-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 1 0 0.223257946210269 7.5295534974776e-05
"1062" 2004-01-01 "Agravo de Instrumento" 297 0 0.223257946210269 0.0223627738875085
"1063" 2004-01-01 "Agravo Regimental" 3 0 0.223257946210269 0.000225886604924328
"1064" 2004-01-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 70 0 0.223257946210269 0.00527068744823432
"1065" 2004-01-01 "Apela\xc3\xa7\xc3\xa3o Crime" 6 0 0.223257946210269 0.000451773209848656
"1066" 2004-01-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 1 0 0.223257946210269 7.5295534974776e-05
"1067" 2004-01-01 "Conflito de Compet\xc3\xaancia" 17 0 0.223257946210269 0.00128002409457119
"1068" 2004-01-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 1 0 0.223257946210269 7.5295534974776e-05
"1069" 2004-01-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 4 0 0.223257946210269 0.000301182139899104
"1070" 2004-01-01 "Habeas Corpus" 291 0 0.223257946210269 0.0219110006776598
"1071" 2004-01-01 "Mandado de Seguran\xc3\xa7a" 7 0 0.223257946210269 0.000527068744823432
"1072" 2004-01-01 "Recurso C\xc3\xadvel" 55 0 0.223257946210269 0.00414125442361268
"1073" 2004-01-01 "Recurso em Sentido Estrito" 1 0 0.223257946210269 7.5295534974776e-05
"1074" 2004-02-01 "A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade" 9 0 0.22799511002445 0.000677659814772984
"1075" 2004-02-01 "A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria" 16 0 0.22799511002445 0.00120472855959642
"1076" 2004-02-01 "Agravo" 485 0 0.22799511002445 0.0365183344627664
"1077" 2004-02-01 "Agravo de Instrumento" 3507 0 0.22799511002445 0.264061441156539
"1078" 2004-02-01 "Agravo em Execu\xc3\xa7\xc3\xa3o" 19 0 0.22799511002445 0.00143061516452074
"1079" 2004-02-01 "Agravo Interno" 3 0 0.22799511002445 0.000225886604924328
"1080" 2004-02-01 "Agravo Regimental" 64 0 0.22799511002445 0.00481891423838566
"1081" 2004-02-01 "Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel" 3761 0 0.22799511002445 0.283186507040133
"1082" 2004-02-01 "Apela\xc3\xa7\xc3\xa3o Crime" 837 0 0.22799511002445 0.0630223627738875
"1083" 2004-02-01 "Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio" 252 0 0.22799511002445 0.0189744748136435
"1084" 2004-02-01 "Conflito de Compet\xc3\xaancia" 53 0 0.22799511002445 0.00399066335366313
"1085" 2004-02-01 "Correi\xc3\xa7\xc3\xa3o Parcial" 16 0 0.22799511002445 0.00120472855959642
"1086" 2004-02-01 "Desaforamento" 1 0 0.22799511002445 7.5295534974776e-05
"1087" 2004-02-01 "Embargos de Declara\xc3\xa7\xc3\xa3o" 1369 0 0.22799511002445 0.103079587380468
"1088" 2004-02-01 "Embargos Infringentes" 37 0 0.22799511002445 0.00278593479406671
"1089" 2004-02-01 "Habeas Corpus" 183 0 0.22799511002445 0.013779082900384
"1090" 2004-02-01 "Mandado de Seguran\xc3\xa7a" 43 0 0.22799511002445 0.00323770800391537
"1091" 2004-02-01 "Medida Cautelar" 2 0 0.22799511002445 0.000150591069949552
"1092" 2004-02-01 "Medida Cautelar Inominada" 3 0 0.22799511002445 0.000225886604924328
"1093" 2004-02-01 "Outros Feitos" 3 0 0.22799511002445 0.000225886604924328
"1094" 2004-02-01 "Prefeito" 7 0 0.22799511002445 0.000527068744823432
"1095" 2004-02-01 "Processo Crime" 15 0 0.22799511002445 0.00112943302462164
"1096" 2004-02-01 "Recurso C\xc3\xadvel" 323 0 0.22799511002445 0.0243204577968526
"1097" 2004-02-01 "Recurso de Of\xc3\xadcio" 7 0 0.22799511002445 0.000527068744823432
"1098" 2004-02-01 "Recurso em Sentido Estrito" 70 0 0.22799511002445 0.00527068744823432
"1099" 2004-02-01 "Reexame Necess\xc3\xa1rio" 51 0 0.22799511002445 0.00384007228371358
"1100" 2004-02-01 "Representa\xc3\xa7\xc3\xa3o" 1 0 0.22799511002445 7.5295534974776e-05
